"Title","ID","Owner","Created Date","Updated Date","Type","Link","more"
"吴明涛《白雪》音乐会","01197078-726d-4615-8aee-db9d9e933654","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/6,22",
"《德龄与慈禧》何冀平携手卢燕×江珊×濮存昕×黄慧慈×郑云龙","016dafbf-6be5-4b15-aa14-a29b29649984","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/7,31","黄金班底 打造经典大戏"
"京剧《三寸金莲》","01c1c6c4-debe-4fe6-b18a-e5527cda8f32","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/4,51",
"琉森音乐节管弦乐团演奏马勒第一交响曲及王羽佳合作普罗科菲耶夫第三协奏曲","01d34c56-2e3b-47c7-9841-7e43207c4ac6","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/20,13",
"王羽佳带来勃拉姆斯和斯特拉文斯基的经典作品","0216ac5d-3f69-4816-936e-414317368221","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/9,21","2009韦尔比耶音乐节钢琴家王羽佳经典演奏"
"加拿大国家艺术中心用芭蕾再现维瓦尔第的《四季》 ","02ff8c9d-b260-4177-99b8-8d1458bd466c","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/12,12","祖克曼带来芭蕾舞版维瓦尔第的《四季》"
"安东尼奥·帕帕诺与萨克森德雷斯顿国立乐团演奏“拉二”","03ad114f-dfc5-4ffa-b8e4-ffb311affd5d","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/13,22","萨克森德雷斯顿国立乐团演绎本地创作的音乐"
"BBC交响乐团与科林·戴维斯合作贝多芬第三交响曲《英雄》","053f7fce-b98c-4b92-a27f-b6bbd2a9e2dc","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/21,12",
"2011韦尔比耶音乐节系列——韦尔比耶的勃拉姆斯","0573a35d-957e-4ecc-9bc5-afe50ca4f984","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/8,21","感受艺术家在韦尔比耶精彩演绎的勃拉姆斯。"
"从另一个视角看歌剧《弄臣》","05837bfe-4de5-4409-8b54-b588f8c810dd","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/4,33",
"弗兰克·彼得·齐默尔曼：巴赫奏鸣曲","09694fe3-e0a7-4cb8-a0a0-9eea85765c4d","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/12,21","齐默尔曼与佩斯合作呈现巴赫奏鸣曲"
"纪录片：柴可夫斯基的故事——作曲家的独白 ","0db56895-e489-4e17-8ad0-be0eecb9b2a4","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/10,31","不同侧面为你呈现一个不同的柴可夫斯基"
"京剧《四郎探母》","0e71020b-74b2-43a5-a76e-462adbfa7c7a","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/5,52",
"歌剧《曼侬·莱斯戈》","0f2c17f7-9fde-4194-93bc-0ca3f81d542d","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/18,12",
"同舟共济，共抗疫情——沈阳话剧团诗朗诵《逆行者之歌》","0f763aef-0901-4bd5-a8b8-2eac02524a17","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"文艺战疫","https://m.polyt.cn/activity/cloudTheater/detail/6,41",
"大型古装湖北花鼓戏《情缘》","115c164c-198a-4737-93c2-6f3df9b47335","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/4,54",
"陈佩斯访谈《戏台内外》","11bb90e1-7e26-4258-986d-951c433fc206","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/3,31",
"韦尔比耶音乐节巡礼-诺赛达指挥威尔第《安魂曲》","165e7d01-2ad6-4d2e-81fe-18764dd8c1c8","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/19,11",
"吕剧《社区书记》","173d7089-919d-4fb7-9b21-d5563926fd2f","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/8,52","一个将老旧社区建设成温暖幸福港湾的故事。"
"捷克爱乐-茉莉花/The Czech Philharmonic Orchestra - Jasmine Flower","1763285b-8daa-48bc-a660-a197ef27912e","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"文艺战疫","https://m.polyt.cn/activity/cloudTheater/detail/42",
"歌剧《阿尔辛娜》","19f8aaf4-6246-43b1-a045-72ad5c74ad47","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/17,11",
"怎样“看”懂那些你看不懂的舞","1a15dc45-6822-4046-8881-c29e216b99cf","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/5,33",
"大型交响音乐诗画 《长江》","1c234247-c5e0-4447-ad39-4ba5bce574e7","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/23",
"央华戏剧《新原野》","1cacc6c3-03be-451b-b31d-7dbf99c2a361","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-28T08:22:44Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/12","生命是一条河流，愿你终将获得自由"
"芭蕾舞剧《胡桃夹子》","1cc5df5e-01f1-44d8-8940-18225aa30298","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/7,11","最优秀的芭蕾舞剧之一，被誉为“圣诞芭蕾”"
"《中芭建团60周年系列展演回顾》","1ceafcca-791f-4bbd-ad8f-c7717f162d79","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"直播展映","https://m.polyt.cn/activity/cloudTheater/detail/16,11",
"芭蕾舞大师玛雅·普丽赛茨卡娅《女神之舞》","1e8985ab-e046-4654-b639-68072fbea1e0","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-28T08:21:07Z,"戏剧","https://m.polyt.cn/activity/cloudTheater/detail/15,11",
"京剧《水上灯》","20022a80-c009-4df7-a64f-05645b271e4e","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/3,51",
"光束在现场|赖声川携胡歌\许晴\金士杰等众主创开启《如梦之梦》十年之约","2031435f-565b-4527-9627-a6e9b871e7df","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/5,31",
"纪录片：意大利人的音乐性格 ——有关意大利著名管弦乐团的故事 ","2170326d-2abc-40b0-a234-9fe96d47d0ee","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/13,31","从圣切契利亚管弦乐团了解意大利人音乐性格"
"维塔斯演唱会《回家》","2279d412-5143-4769-b3b4-c3d68f9c35fd","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/22",
"京剧电影版《赵氏孤儿》","235dd004-c44b-4b34-8d79-33b3a83724fd","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/9,51","一个关于牺牲和复仇的故事"
"“里约之声”——巴西巴巴图克斯身体打击人声乐团","23bbba12-99b6-42a7-b8bd-3a1be92c427d","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:52Z,2020-09-27T19:28:52Z,"音乐会","https://m.polyt.cn/activity/cloudTheater/detail/4,22",
"音乐剧《白夜行》：只希望能手牵手在太阳下散步 ","26db6b1c-4aaf-403d-a720-18bf964c6dc6","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:56Z,2020-09-27T19:28:56Z,"人物","https://m.polyt.cn/activity/cloudTheater/detail/7,32","太阳与人心不可直视"
"现代吕剧《西海地下医院》","272ff3c5-e168-44da-b9d2-1e5125ae5e59","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:53Z,2020-09-27T19:28:53Z,"戏曲","https://m.polyt.cn/activity/cloudTheater/detail/7,52","西海村山花一家舍命保护西海地下医院的故事"
"《花开有时》保利·文艺战疫主题曲","27c27235-60c2-4482-98d9-1af955a68696","82d3b669-3ab5-4348-9957-1275393def7b",2020-09-27T19:28:54Z,2020-09-27T19:28:54Z,"文艺战疫","https://m.polyt.cn/activity/cloudTheater/detail/2,41",
